"name","geo_point_2d","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.16354990005493,54,54,1,"2019-01"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.36587905883789,44,44,1,"2019-01"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.40752720832825,50,50,1,"2019-01"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.99596929550171,24,24,1,"2019-01"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.44711351394653,43,43,1,"2019-01"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.9247887134552,48,48,1,"2019-01"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.53611934185028,95,95,1,"2019-01"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.05295085906982,42,42,1,"2019-01"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",5.57968282699585,42,42,1,"2019-01"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.73093748092651,69,69,1,"2019-01"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.39366436004639,27,27,1,"2019-01"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.74760007858276,37,37,1,"2019-01"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.53921508789062,50,50,1,"2019-01"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.31917786598206,67,67,1,"2019-01"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.5141282081604,61,61,1,"2019-01"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.01508331298828,67,67,1,"2019-01"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",8.00230121612549,42,42,1,"2019-01"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.73168396949768,61,61,1,"2019-01"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.5391811132431,54,54,1,"2019-01"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",21.0916137695312,54,54,1,"2019-02"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",8.0496301651001,71,71,1,"2019-02"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",3.24078750610352,65,65,1,"2019-02"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.66362333297729,54,54,1,"2019-02"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.62932157516479,44,44,1,"2019-02"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.36523818969727,50,50,1,"2019-02"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",6.21974515914917,24,24,1,"2019-02"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.85897541046143,43,43,1,"2019-02"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",4.31809520721436,48,48,1,"2019-02"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.72545146942139,95,95,1,"2019-02"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.05533790588379,42,42,1,"2019-02"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.90229082107544,42,42,1,"2019-02"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",9.03878688812256,69,69,1,"2019-02"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.24826860427856,27,27,1,"2019-02"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",4.29562711715698,37,37,1,"2019-02"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",10.049524307251,50,50,1,"2019-02"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",6.49975109100342,67,67,1,"2019-02"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",4.69221687316895,61,61,1,"2019-02"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.19011402130127,67,67,1,"2019-02"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",9.82839584350586,42,42,1,"2019-02"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.49765729904175,61,61,1,"2019-02"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.66340184211731,54,54,1,"2019-02"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",18.1898193359375,54,54,1,"2019-03"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.48155212402344,71,71,1,"2019-03"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.53562259674072,65,65,1,"2019-03"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.51181602478027,54,54,1,"2019-03"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.92342329025269,44,44,1,"2019-03"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.20036840438843,50,50,1,"2019-03"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.27872323989868,24,24,1,"2019-03"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.85610103607178,43,43,1,"2019-03"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.45605754852295,48,48,1,"2019-03"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.08575510978699,95,95,1,"2019-03"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.52731609344482,42,42,1,"2019-03"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.00613498687744,42,42,1,"2019-03"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.90844202041626,69,69,1,"2019-03"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",9.78276252746582,27,27,1,"2019-03"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.32608199119568,37,37,1,"2019-03"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.98284387588501,50,50,1,"2019-03"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.15554428100586,67,67,1,"2019-03"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.10436725616455,61,61,1,"2019-03"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.50383710861206,67,67,1,"2019-03"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.2182359695435,42,42,1,"2019-03"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.88936948776245,61,61,1,"2019-03"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.30950212478638,54,54,1,"2019-03"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",18.9313068389893,54,54,1,"2019-04"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.57544326782227,71,71,1,"2019-04"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.43268251419067,65,65,1,"2019-04"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.99206495285034,54,54,1,"2019-04"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.06164836883545,44,44,1,"2019-04"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.46495294570923,50,50,1,"2019-04"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.59355020523071,24,24,1,"2019-04"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.899662733078,43,43,1,"2019-04"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.69835591316223,48,48,1,"2019-04"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.01524996757507,95,95,1,"2019-04"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.12641620635986,42,42,1,"2019-04"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.98082160949707,42,42,1,"2019-04"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.12381553649902,69,69,1,"2019-04"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.17864894866943,27,27,1,"2019-04"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.24639344215393,37,37,1,"2019-04"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",8.02217864990234,50,50,1,"2019-04"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.27482604980469,67,67,1,"2019-04"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.22910237312317,61,61,1,"2019-04"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.24285411834717,67,67,1,"2019-04"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.6263189315796,42,42,1,"2019-04"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.41976642608643,61,61,1,"2019-04"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.97641456127167,54,54,1,"2019-04"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",15.6312808990479,54,54,1,"2019-05"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.29134798049927,71,71,1,"2019-05"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.16966652870178,65,65,1,"2019-05"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.65214061737061,54,54,1,"2019-05"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.02977752685547,44,44,1,"2019-05"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.1143651008606,50,50,1,"2019-05"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.39700317382812,24,24,1,"2019-05"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.41533946990967,43,43,1,"2019-05"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.482741355896,48,48,1,"2019-05"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.98847150802612,95,95,1,"2019-05"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.92271661758423,42,42,1,"2019-05"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.92737531661987,42,42,1,"2019-05"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.6854419708252,69,69,1,"2019-05"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.77012491226196,27,27,1,"2019-05"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.07579374313354,37,37,1,"2019-05"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.79777669906616,50,50,1,"2019-05"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.94971609115601,67,67,1,"2019-05"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.99162459373474,61,61,1,"2019-05"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.33718061447144,67,67,1,"2019-05"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.4051151275635,42,42,1,"2019-05"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.15063381195068,61,61,1,"2019-05"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.00239086151123,54,54,1,"2019-05"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",NA,54,0,0,"2019-06"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",NA,71,0,0,"2019-06"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",NA,65,0,0,"2019-06"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",NA,54,0,0,"2019-06"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",NA,44,0,0,"2019-06"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",NA,50,0,0,"2019-06"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",NA,24,0,0,"2019-06"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",NA,43,0,0,"2019-06"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",NA,48,0,0,"2019-06"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",NA,95,0,0,"2019-06"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",NA,42,0,0,"2019-06"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",NA,42,0,0,"2019-06"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",NA,69,0,0,"2019-06"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",NA,27,0,0,"2019-06"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",NA,37,0,0,"2019-06"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",NA,50,0,0,"2019-06"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",NA,67,0,0,"2019-06"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",NA,61,0,0,"2019-06"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",NA,67,0,0,"2019-06"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",NA,42,0,0,"2019-06"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",NA,61,0,0,"2019-06"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",NA,54,0,0,"2019-06"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",12.5451078414917,54,54,1,"2019-07"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.1847038269043,71,69,0.971830985915493,"2019-07"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.47341752052307,65,65,1,"2019-07"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.05272054672241,54,54,1,"2019-07"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.07089519500732,44,44,1,"2019-07"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.22332763671875,50,50,1,"2019-07"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.28134536743164,24,24,1,"2019-07"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.56099152565002,43,43,1,"2019-07"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.99728417396545,48,48,1,"2019-07"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.07903957366943,95,95,1,"2019-07"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.66335391998291,42,42,1,"2019-07"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.7184419631958,42,42,1,"2019-07"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.57597827911377,69,69,1,"2019-07"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.28593063354492,27,27,1,"2019-07"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.34158802032471,37,37,1,"2019-07"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",8.35532569885254,50,50,1,"2019-07"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.77163457870483,67,67,1,"2019-07"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.34308338165283,61,61,1,"2019-07"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.41887855529785,67,66,0.985074626865672,"2019-07"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",12.6768159866333,42,42,1,"2019-07"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.51945877075195,61,61,1,"2019-07"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.12492394447327,54,54,1,"2019-07"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",13.8164253234863,54,54,1,"2019-08"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.64327383041382,71,71,1,"2019-08"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.30278062820435,65,65,1,"2019-08"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.4419732093811,54,54,1,"2019-08"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.84874820709229,44,44,1,"2019-08"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.26027059555054,50,50,1,"2019-08"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.48470306396484,24,24,1,"2019-08"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.42149996757507,43,43,1,"2019-08"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.71680307388306,48,48,1,"2019-08"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.01529240608215,95,95,1,"2019-08"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.41270637512207,42,42,1,"2019-08"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.62031936645508,42,42,1,"2019-08"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.90439462661743,69,69,1,"2019-08"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.26583099365234,27,27,1,"2019-08"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.13525366783142,37,37,1,"2019-08"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.31812429428101,50,50,1,"2019-08"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.34897327423096,67,67,1,"2019-08"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.03291392326355,61,61,1,"2019-08"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.96951937675476,67,67,1,"2019-08"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.3180055618286,42,42,1,"2019-08"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.02575778961182,61,61,1,"2019-08"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.10864067077637,54,54,1,"2019-08"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",21.2926368713379,54,54,1,"2019-09"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.24860763549805,71,71,1,"2019-09"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.13469767570496,65,65,1,"2019-09"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.8223180770874,54,54,1,"2019-09"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.31773853302002,44,44,1,"2019-09"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.00489568710327,50,50,1,"2019-09"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.1943154335022,24,24,1,"2019-09"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.52553963661194,43,43,1,"2019-09"
